target name	accession	query name	E-value	description of target								"AAA domain, putative AbiEii toxin, Type IV TA system"				17	
WP_228479808.1	PF13245.12	AAA_19	1.30E-23	AAA domain								Protein of unknown function (DUF1156)					
WP_023130743.1	PF13087.12	AAA_12	6.10E-21	AAA domain								Protein of unknown function (DUF1173)					
WP_016852720.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)								Protein of unknown function (DUF1778)					
WP_016253320.1	PF03483.22	B3_4	7.10E-73	B3/4 domain								Protein of unknown function (DUF2274)					
WP_031755499.1	PF05930.18	Phage_AlpA	1.20E-22	Prophage CP4-57 regulatory protein (AlpA)								Protein of unknown function (DUF2730)					
WP_031755501.1	PF11726.14	YagK_YfjJ_C	1.30E-05	YagK/YfjJ C-terminal domain								Protein of unknown function (DUF2793)					
WP_031755503.1	PF07929.16	PRiA4_ORF3	1.50E-55	Plasmid pRiA4b ORF-3-like protein								Protein of unknown function (DUF2840)					
WP_031755504.1	PF13280.11	WYL	1.60E-12	WYL domain								Protein of unknown function (DUF2867)					
WP_031755507.1	PF12869.13	tRNA_anti-like	3.80E-14	tRNA_anti-like								Protein of unknown function (DUF2958)					
WP_031755509.1	PF02384.22	N6_Mtase	8.10E-108	N-6 DNA Methylase								Protein of unknown function (DUF2959)					
WP_031755511.1	PF01420.25	Methylase_S	4.00E-14	Type I restriction modification DNA specificity domain								Protein of unknown function (DUF3102)					
WP_049950135.1	PF07728.20	AAA_5	4.70E-09	AAA domain (dynein-related subfamily)								Protein of unknown function (DUF3164)					
WP_031755514.1	PF10117.15	McrBC	1.70E-105	McrBC 5-methylcytosine restriction system component								Protein of unknown function (DUF3363)					
WP_031755516.1	PF01442.23	Apolipoprotein	8.90E-03	Apolipoprotein A1/A4/E domain								Protein of unknown function (DUF3450)					
WP_031755518.1	PF13677.11	MotB_plug	6.90E-07	Membrane MotB of proton-channel complex MotA/MotB								Protein of unknown function (DUF3584)					
WP_059303173.1	PF15611.11	EH_Signature	1.30E-31	EH_Signature domain								Protein of unknown function (DUF3684)					
WP_031755522.1	PF00176.29	SNF2-rel_dom	1.60E-63	SNF2-related domain								Protein of unknown function (DUF3732)					
WP_031755524.1	PF11867.13	T1RH-like_C	8.50E-125	"Type I restriction enzyme HindI endonuclease subunit-like, C-terminal"								Protein of unknown function (DUF3759)					
WP_086008657.1	PF00665.32	rve	3.60E-29	Integrase core domain								Protein of unknown function (DUF3780)					
WP_016263392.1	PF09848.15	SLFN-g3_helicase	1.20E-105	"Schlafen group 3, DNA/RNA helicase domain"								Protein of unknown function (DUF3800)					
WP_033936728.1	PF12643.12	MazG-like	3.10E-15	MazG-like family								Protein of unknown function (DUF3987)					
WP_023085340.1	PF08845.15	SymE_toxin	1.60E-16	"Toxin SymE, type I toxin-antitoxin system"								Protein of unknown function (DUF4007)					
WP_033936731.1	PF13087.12	AAA_12	6.10E-21	AAA domain								Protein of unknown function (DUF4011)					
WP_078463615.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)								Protein of unknown function (DUF4236)					
WP_059298436.1	PF04828.21	GFA	3.60E-17	Glutathione-dependent formaldehyde-activating enzyme								Protein of unknown function (DUF499)					
WP_003099083.1	PF03483.22	B3_4	7.10E-73	B3/4 domain								Protein of unknown function (DUF726)					
WP_003099075.1	PF00270.35	DEAD	1.00E-23	DEAD/DEAH box helicase								Protein of unknown function (Hypoth_ymh)					
WP_059309473.1	PF13087.12	AAA_12	6.10E-21	AAA domain								Pterin binding enzyme					
WP_012613975.1	PF13353.11	Fer4_12	1.50E-24	4Fe-4S single cluster domain								Putative 2/3 transmembrane domain holin					
WP_074198705.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)								"Putative PD-(D/E)XK family member, (DUF4420)"					
WP_023088230.1	PF13589.12	HATPase_c_3	1.10E-15	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"								Putative peptidoglycan binding domain					
WP_023088231.1	PF01555.24	N6_N4_Mtase	2.00E-05	DNA methylase								Putative phage tail protein					
WP_023088232.1	PF00589.27	Phage_integrase	5.60E-13	Phage integrase family								Putative transposase of IS4/5 family (DUF4096)					
WP_023088233.1	PF09848.15	SLFN-g3_helicase	5.80E-105	"Schlafen group 3, DNA/RNA helicase domain"								Putative zinc- or iron-chelating domain					
WP_023088234.1	PF08845.15	SymE_toxin	3.70E-15	"Toxin SymE, type I toxin-antitoxin system"								Pyridine nucleotide-disulphide oxidoreductase					
WP_031690142.1	PF13087.12	AAA_12	6.10E-21	AAA domain								Queuine tRNA-ribosyltransferase					
WP_023082394.1	PF08845.15	SymE_toxin	2.00E-04	"Toxin SymE, type I toxin-antitoxin system"								Queuosine biosynthesis protein QueC					
WP_016852719.1	PF13087.12	AAA_12	6.10E-21	AAA domain								RadC-like JAB domain					
WP_016852721.1	PF04828.21	GFA	4.40E-17	Glutathione-dependent formaldehyde-activating enzyme								Radical SAM superfamily					
WP_034024721.1	PF03483.22	B3_4	7.10E-73	B3/4 domain								RecF/RecN/SMC N terminal domain					
WP_059317283.1	PF00271.37	Helicase_C	1.80E-17	Helicase conserved C-terminal domain								Recombination directionality factor-like					
WP_059317285.1	PF04465.17	DUF499	2.30E-17	Protein of unknown function (DUF499)								Replication initiator protein A					
WP_079758286.1	PF12635.12	DUF3780	7.60E-80	Protein of unknown function (DUF3780)								"Resolvase, N terminal domain"					
WP_237113541.1	PF06634.17	DUF1156	1.80E-21	Protein of unknown function (DUF1156)								Response regulator receiver domain					
WP_059317286.1	PF00271.37	Helicase_C	6.20E-13	Helicase conserved C-terminal domain								Restriction endonuclease					
WP_059317287.1	PF13087.12	AAA_12	6.10E-21	AAA domain								Restriction endonuclease BglII					
WP_034020641.1	PF03483.22	B3_4	7.10E-73	B3/4 domain								Reverse transcriptase (RNA-dependent DNA polymerase)					
WP_034020647.1	PF00271.37	Helicase_C	2.40E-06	Helicase conserved C-terminal domain								Reverse transcriptase-like					
WP_199862425.1	PF02384.22	N6_Mtase	1.50E-17	N-6 DNA Methylase								Ribbon-helix-helix domain					
WP_034020122.1	PF13087.12	AAA_12	6.40E-21	AAA domain								Ribbon-helix-helix protein					
WP_023087228.1	PF13087.12	AAA_12	6.40E-21	AAA domain								"Ribbon-helix-helix protein, copG family"					
WP_003116686.1	PF08845.15	SymE_toxin	1.50E-15	"Toxin SymE, type I toxin-antitoxin system"								RmuC family		11			
WP_003116685.1	PF12643.12	MazG-like	9.00E-16	MazG-like family								Rv0623-like transcription factor					
WP_023087227.1	PF09848.15	SLFN-g3_helicase	1.40E-106	"Schlafen group 3, DNA/RNA helicase domain"								"Schlafen group 3, DNA/RNA helicase domain"					
WP_023087220.1	PF09588.16	YqaJ	2.30E-44	YqaJ-like viral recombinase domain								Second Messenger Oligonucleotide or Dinucleotide Synthetase domain					
WP_023087219.1	PF18897.5	Gp3-like	1.20E-43	Recombination directionality factor-like								Sel1 repeat					
WP_023114484.1	PF03483.22	B3_4	7.10E-73	B3/4 domain								Serine hydrolase (FSH1)					
WP_113774882.1	PF13683.12	rve_3	2.00E-31	Integrase core domain								"Shedu protein SduA, C-terminal"					
WP_012613973.1	PF06666.16	DUF1173	7.20E-31	Protein of unknown function (DUF1173)								short chain dehydrogenase					
WP_023114479.1	PF13087.12	AAA_12	6.40E-21	AAA domain								Sigma-54 interaction domain					
WP_060774211.1	PF03483.22	B3_4	7.10E-73	B3/4 domain								Sigma-70 region 2					
WP_023091208.1	PF00069.31	Pkinase	1.80E-23	Protein kinase domain								"Signal peptidase, peptidase S26"					
WP_194720389.1	PF22654.1	DUF7008	4.10E-140	Domain of unknown function (DUF7008)								SIR2-like domain					
WP_023091210.1	PF19557.5	DUF6079	2.40E-04	Family of unknown function (DUF6079)								Small Multidrug Resistance protein					
WP_023091211.1	PF08665.17	PglZ	1.90E-06	PglZ domain								SMI1 / KNR4 family (SUKH-1)					
WP_023091212.1	PF10923.14	BrxC_BrxD	1.30E-140	BREX system ATP-binding protein BrxC/D								SMODS and SLOG-associating 2TM effector domain family 4					
WP_023091213.1	PF00270.35	DEAD	6.30E-31	DEAD/DEAH box helicase								SNF2-related domain					
WP_031772047.1	PF05930.18	Phage_AlpA	5.10E-21	Prophage CP4-57 regulatory protein (AlpA)								Spc24 subunit of Ndc80					
WP_106120634.1	PF00665.32	rve	3.60E-29	Integrase core domain								Speriolin N terminus					
WP_079278987.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)								"ssDNA thymidine ADP-ribosyltransferase, DarT"					
WP_015649026.1	PF03483.22	B3_4	7.10E-73	B3/4 domain								Subtilase family					
WP_033895410.1	PF20469.4	OLD-like_TOPRIM	5.40E-14	"Overcoming lysogenization defect protein-like, TOPRIM domain"								Sulfate permease family					
WP_025297468.1	PF00580.27	UvrD-helicase	8.20E-15	UvrD/REP helicase N-terminal domain								SutA RNAP-binding domain					
WP_124078793.1	PF12802.13	MarR_2	6.90E-04	MarR family								SWI2/SNF2 ATPase					
WP_025297466.1	PF11726.14	YagK_YfjJ_C	3.60E-40	YagK/YfjJ C-terminal domain								Tape measure protein					
WP_025297465.1	PF05930.18	Phage_AlpA	6.50E-25	Prophage CP4-57 regulatory protein (AlpA)								TatD related DNase					
WP_025297464.1	PF04002.20	RadC	8.50E-47	RadC-like JAB domain								TerB N-terminal domain					
WP_025297463.1	PF07007.17	LprI	7.20E-03	Lysozyme inhibitor LprI								"Tetracyclin repressor-like, C-terminal domain"					
WP_025297461.1	PF01381.28	HTH_3	1.40E-11	Helix-turn-helix								Tetratricopeptide repeat					
WP_025297460.1	PF18897.5	Gp3-like	3.60E-47	Recombination directionality factor-like								TgpA N-terminal domain					
WP_025297459.1	PF09588.16	YqaJ	7.20E-48	YqaJ-like viral recombinase domain								"Thiolase, N-terminal domain"					
WP_025297458.1	PF06067.16	DUF932	3.40E-72	Domain of unknown function (DUF932)								Thymidylate kinase					
WP_305955324.1	PF20721.2	C19orf12	1.50E-03	C19orf12-like protein								Thymidylate synthase complementing protein					
WP_025297456.1	PF06114.19	Peptidase_M78	1.50E-20	IrrE N-terminal-like domain								Tn3 transposase DDE domain					
WP_025297455.1	PF08378.17	NERD	4.80E-03	Nuclease-related domain								TniQ					
WP_025297454.1	PF02604.25	PhdYeFM_antitox	9.20E-09	"Antitoxin Phd_YefM, type II toxin-antitoxin system"								"TonB dependent receptor-like, beta-barrel"					
WP_025297453.1	PF05016.21	ParE_toxin	9.50E-16	"ParE toxin of type II toxin-antitoxin system, parDE"								Toprim domain					
WP_033895412.1	PF07929.16	PRiA4_ORF3	3.80E-54	Plasmid pRiA4b ORF-3-like protein								TPS secretion domain					
WP_033895413.1	PF13280.11	WYL	3.20E-13	WYL domain								TraG P-loop domain					
WP_063837559.1	PF02646.22	RmuC	9.50E-100	RmuC family								Transglycosylase SLT domain					
WP_025297449.1	PF08849.17	BrxA	1.20E-48	BrxA								Transposase					
WP_025297448.1	PF08747.16	BrxB	1.60E-37	BREX protein BrxB								Transposase DDE domain					
WP_023105889.1	PF01527.26	HTH_Tnp_1	9.20E-10	Transposase								Transposase domain (DUF772)					
WP_023105888.1	PF05717.18	TnpB_IS66	8.50E-27	IS66 Orf2 like protein								Transposase IS116/IS110/IS902 family					
WP_023105887.1	PF03050.20	DDE_Tnp_IS66	1.10E-104	Transposase IS66 family								Transposase IS200 like					
WP_033981139.1	PF07669.17	Eco57I	5.40E-22	Eco57I restriction-modification methylase								Transposase IS66 family					
WP_025297774.1	PF13304.12	AAA_21	1.40E-10	"AAA domain, putative AbiEii toxin, Type IV TA system"								Transposase zinc-ribbon domain					
WP_025297776.1	PF00078.32	RVT_1	1.60E-08	Reverse transcriptase (RNA-dependent DNA polymerase)								"Transposase, Mutator family"					
WP_025298036.1	PF03235.19	GmrSD_N	1.40E-30	"GmrSD restriction endonuclease, N-terminal domain"								TrbC/VIRB2 pilin					
WP_025298035.1	PF08665.17	PglZ	1.20E-62	PglZ domain								TrbL/VirB6 plasmid conjugal transfer protein					
WP_033895418.1	PF13337.12	BrxL_ATPase	2.40E-129	"Lon-like protease BrxL-like, ATPase domain"								tRNA_anti-like					
WP_025298034.1	PF00589.27	Phage_integrase	2.50E-14	Phage integrase family								Tropomyosin					
WP_015649025.1	PF02384.22	N6_Mtase	2.40E-107	N-6 DNA Methylase								TrwC relaxase					
WP_015649024.1	PF01420.25	Methylase_S	1.20E-14	Type I restriction modification DNA specificity domain								Trypsin-like peptidase domain					
WP_025297974.1	PF01442.23	Apolipoprotein	3.10E-04	Apolipoprotein A1/A4/E domain								"Type I restriction enzyme HindI endonuclease subunit-like, C-terminal"					
WP_015649022.1	PF13677.11	MotB_plug	6.60E-07	Membrane MotB of proton-channel complex MotA/MotB								Type I restriction modification DNA specificity domain					
WP_015649021.1	PF15611.11	EH_Signature	2.40E-28	EH_Signature domain								Type II/IV secretion system protein					
WP_015649020.1	PF00176.29	SNF2-rel_dom	3.40E-64	SNF2-related domain								"Type III restriction enzyme, res subunit"					
WP_101516663.1	PF22483.2	Mu-transpos_C_2	9.00E-19	"Mu transposase, C-terminal domain"								Type ISP C-terminal specificity domain					
WP_011911830.1	PF01695.23	IstB_IS21	7.10E-106	IstB-like ATP binding protein								Type IV secretion-system coupling protein DNA-binding domain					
WP_025297899.1	PF11867.13	T1RH-like_C	2.80E-125	"Type I restriction enzyme HindI endonuclease subunit-like, C-terminal"								"Type IV secretory pathway, VirB3-like protein"					
WP_153604216.1	PF00665.32	rve	3.60E-29	Integrase core domain								Type IV secretory system Conjugative DNA transfer					
WP_003114399.1	PF08845.15	SymE_toxin	1.60E-16	"Toxin SymE, type I toxin-antitoxin system"								"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain"					
WP_033954799.1	PF13087.12	AAA_12	6.40E-21	AAA domain								Universal stress protein family					
WP_023093993.1	PF13087.12	AAA_12	6.40E-21	AAA domain								UvrD-like helicase C-terminal domain					
WP_079392659.1	PF07724.20	AAA_2	1.10E-44	AAA domain (Cdc48 subfamily)								UvrD/REP helicase N-terminal domain					
WP_003131031.1	PF13353.11	Fer4_12	9.60E-25	4Fe-4S single cluster domain								Viral (Superfamily 1) RNA helicase					
WP_034010332.1	PF13087.12	AAA_12	6.40E-21	AAA domain								VirB8 protein					
WP_023104469.1	PF09848.15	SLFN-g3_helicase	9.20E-106	"Schlafen group 3, DNA/RNA helicase domain"								VRR-NUC domain					
WP_003451864.1	PF03852.21	Vsr	3.30E-30	DNA mismatch endonuclease Vsr								"Wadjet protein JetD, C-terminal"					
WP_031628321.1	PF00145.23	DNA_methylase	1.40E-20	C-5 cytosine-specific DNA methylase								WYL domain					
WP_079278474.1	PF13589.12	HATPase_c_3	1.50E-28	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"								XdhC Rossmann domain					
WP_023104473.1	PF10593.14	Z1	4.70E-84	Z1 domain								YagK/YfjJ C-terminal domain					
WP_023104474.1	PF14390.12	DUF4420	3.60E-72	"Putative PD-(D/E)XK family member, (DUF4420)"								"YgjP-like, metallopeptidase domain"					
WP_023104475.1	PF10592.14	AIPR	6.90E-95	AIPR protein								YniB-like protein					
WP_225043449.1	PF00261.25	Tropomyosin	5.50E-03	Tropomyosin								YqaJ-like viral recombinase domain					
WP_023086089.1	PF03483.22	B3_4	8.30E-73	B3/4 domain								YunG protein					
WP_023115260.1	PF03483.22	B3_4	8.30E-73	B3/4 domain								Z1 domain					
WP_229030503.1	PF00271.37	Helicase_C	1.60E-12	Helicase conserved C-terminal domain													
WP_034051729.1	PF01381.28	HTH_3	2.00E-14	Helix-turn-helix													
WP_034051733.1	PF04002.20	RadC	5.40E-45	RadC-like JAB domain													
WP_069376663.1	PF09588.16	YqaJ	9.50E-49	YqaJ-like viral recombinase domain													
WP_034051738.1	PF06067.16	DUF932	2.60E-72	Domain of unknown function (DUF932)													
WP_124176297.1	PF18928.5	DUF5677	1.00E-05	Family of unknown function (DUF5677)													
WP_079858760.1	PF00145.23	DNA_methylase	3.00E-52	C-5 cytosine-specific DNA methylase													
WP_079858761.1	PF13589.12	HATPase_c_3	1.20E-13	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_069376668.1	PF00589.27	Phage_integrase	9.70E-13	Phage integrase family													
WP_069376669.1	PF09848.15	SLFN-g3_helicase	1.40E-104	"Schlafen group 3, DNA/RNA helicase domain"													
WP_031636056.1	PF13087.12	AAA_12	6.90E-21	AAA domain													
WP_004344370.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_023099471.1	PF00004.35	AAA	4.70E-32	ATPase family associated with various cellular activities (AAA)													
WP_023099472.1	PF01936.24	NYN	6.10E-30	NYN domain													
WP_031687527.1	PF13245.12	AAA_19	4.80E-24	AAA domain													
WP_023099474.1	PF22769.1	DCD	5.00E-14	dCTP deaminase-like													
WP_223198350.1	PF02511.20	Thy1	3.00E-46	Thymidylate synthase complementing protein													
WP_003123749.1	PF12697.13	Abhydrolase_6	2.90E-06	Alpha/beta hydrolase family													
WP_121379334.1	PF00665.32	rve	1.10E-28	Integrase core domain													
WP_015502755.1	PF12643.12	MazG-like	7.10E-16	MazG-like family													
WP_003122570.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_079753248.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_060628074.1	PF13087.12	AAA_12	2.80E-21	AAA domain													
WP_023103044.1	PF08845.15	SymE_toxin	3.00E-16	"Toxin SymE, type I toxin-antitoxin system"													
WP_124157164.1	PF14279.12	HNH_5	2.10E-05	HNH endonuclease													
WP_071543274.1	PF14072.11	DndB	4.00E-04	DNA-sulfur modification-associated													
WP_058199074.1	PF14072.11	DndB	7.80E-09	DNA-sulfur modification-associated													
WP_058199073.1	PF14072.11	DndB	2.80E-14	DNA-sulfur modification-associated													
WP_071543273.1	PF01702.24	TGT	3.30E-06	Queuine tRNA-ribosyltransferase													
WP_060628079.1	PF14072.11	DndB	2.70E-13	DNA-sulfur modification-associated													
WP_196690543.1	PF06508.19	QueC	3.60E-68	Queuosine biosynthesis protein QueC													
WP_058199070.1	PF04055.27	Radical_SAM	8.80E-07	Radical SAM superfamily													
WP_196690542.1	PF01242.24	PTPS	2.00E-25	6-pyruvoyl tetrahydropterin synthase													
WP_071543277.1	PF13091.12	PLDc_2	1.20E-03	PLD-like domain													
WP_060628087.1	PF00270.35	DEAD	1.10E-08	DEAD/DEAH box helicase													
WP_144436815.1	PF13401.12	AAA_22	6.20E-05	AAA domain													
WP_058199088.1	PF00270.35	DEAD	1.80E-17	DEAD/DEAH box helicase													
